time,uav_x,uav_y,uav_z,uav_vx,uav_vy,uav_vz,target_x,target_y,target_z,target_vx,target_vy,target_vz,camera_measurement_valid,camera_x,camera_y,camera_z,camera_position_error,camera_confidence,kf_state_valid,kf_x,kf_y,kf_z,kf_vx,kf_vy,kf_vz,kf_position_error,kf_state_age,guidance_prediction_0p5_x,guidance_prediction_0p5_y,guidance_prediction_0p5_z,guidance_prediction_0p5_error,guidance_prediction_0p5_age,guidance_prediction_1p0_x,guidance_prediction_1p0_y,guidance_prediction_1p0_z,guidance_prediction_1p0_error,guidance_prediction_1p0_age,guidance_prediction_2p0_x,guidance_prediction_2p0_y,guidance_prediction_2p0_z,guidance_prediction_2p0_error,guidance_prediction_2p0_age,kf_prediction_0p5_x,kf_prediction_0p5_y,kf_prediction_0p5_z,kf_prediction_0p5_error,kf_prediction_0p5_age,kf_prediction_1p0_x,kf_prediction_1p0_y,kf_prediction_1p0_z,kf_prediction_1p0_error,kf_prediction_1p0_age,kf_prediction_2p0_x,kf_prediction_2p0_y,kf_prediction_2p0_z,kf_prediction_2p0_error,kf_prediction_2p0_age,prediction_model,estimated_turn_rate,estimated_turn_acceleration,estimated_longitudinal_acceleration,control_dt,retained_plan_age,distance,horizontal_distance,vertical_error,intercept_x,intercept_y,intercept_z,intercept_vx,intercept_vy,intercept_vz,intercept_ax,intercept_ay,intercept_az,t_go,guidance_altitude_reference,guidance_closing_speed,trajectory_plan_feasible,trajectory_planner,minco_target_curve_weight,planned_closing_speed,planned_max_horizontal_speed,planned_max_vertical_speed,planned_max_horizontal_acceleration,planned_max_vertical_acceleration,uav_yaw,observation_yaw,command_vx,command_vy,command_vz,command_ax,command_ay,command_az,uav_ax,uav_ay,uav_az,terminal_mode,phase,intercept_elapsed_time,minimum_distance,relative_speed,closing_speed,constraint_violation,outcome,failure_reason,failure_detail
0.527559,0.015813,-0.001965,0.056717,0.020282,0.002205,0.003156,8.000528,0.205497,0.123747,0.002925,0.599993,0.138494,1,7.986622,1.171240,0.295123,0.980929,1.000000,1,7.999103,1.106270,0.258992,0.006502,0.067273,0.090174,0.910871,0.030829,8.000010,0.059335,0.144095,0.147572,0.500298,,,,,,,,,,,8.010745,1.041287,0.171568,0.837219,0.500298,,,,,,,,,,,BCTRA,-0.011674,-0.018351,0.828229,0.049456,0.000000,7.987691,7.987409,0.067030,8.026447,1.579954,0.317553,0.040464,1.223185,0.138494,0.037945,0.203221,0.000000,1.399385,nan,0.000000,0,PURSUIT,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.132531,0.025993,0.000000,0.000000,-0.549782,0.000000,0.000000,-1.000000,-0.002444,0.013117,0.005749,0,takeoff,,7.987691,0.613162,0.000688,0,,,
0.577442,0.016325,-0.001376,0.056991,0.020403,0.002652,0.003451,8.000716,0.239373,0.130119,0.003697,0.649989,0.123111,1,7.986622,1.171240,0.295123,0.946468,1.000000,1,7.999429,1.109643,0.263513,0.006502,0.067273,0.090174,0.880435,0.030573,8.000032,0.092731,0.153742,0.148535,0.500093,,,,,,,,,,,8.010576,1.046744,0.173883,0.808617,0.500093,,,,,,,,,,,BCTRA,-0.012893,-0.022373,0.866253,0.050054,0.000000,7.988355,7.988020,0.073127,8.032543,1.708290,0.302402,0.049726,1.301553,0.123111,0.046876,0.212105,0.000000,1.399418,nan,0.000000,0,PURSUIT,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.132531,0.030154,0.000000,0.000000,-0.599836,0.000000,0.000000,-1.000000,0.005474,0.016180,0.004504,0,takeoff,,7.988355,0.658516,-0.003907,0,,,
0.628109,0.017075,-0.000422,0.057626,0.020500,0.003462,0.003911,8.000949,0.275554,0.135623,0.004594,0.699985,0.106969,1,7.981276,1.257210,0.323558,0.999678,1.000000,1,7.999753,1.112997,0.268008,0.006502,0.067273,0.090174,0.847843,0.031167,8.000073,0.128659,0.162496,0.149335,0.500732,,,,,,,,,,,8.009255,1.050514,0.185790,0.776626,0.500732,,,,,,,,,,,BCTRA,-0.014062,-0.021981,0.893733,0.050062,0.000000,7.989022,7.988642,0.077997,8.037206,1.832156,0.285321,0.055525,1.372086,0.106969,0.050929,0.218632,0.000000,1.399451,nan,0.000000,0,PURSUIT,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.132550,0.034583,0.000000,0.000000,-0.649898,0.000000,0.000000,-1.000000,0.003838,0.012381,0.005957,0,takeoff,,7.989022,0.704286,-0.009172,0,,,
0.677709,0.017578,0.000158,0.058170,0.020665,0.003917,0.004198,8.001231,0.313835,0.140228,0.005626,0.749979,0.090168,1,7.979792,1.285877,0.324051,0.989503,1.000000,1,7.996099,1.147074,0.284159,0.000888,0.110601,0.106596,0.845594,0.030880,8.000139,0.166990,0.170154,0.149868,0.500354,,,,,,,,,,,8.008201,1.053425,0.195469,0.741683,0.500354,,,,,,,,,,,BCTRA,-0.015200,-0.021730,0.913456,0.049873,0.000000,7.990234,7.989813,0.082058,8.042193,1.953141,0.266418,0.061552,1.436761,0.090168,0.055002,0.223216,0.000000,1.399512,nan,0.000000,0,PURSUIT,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.132586,0.039296,0.000000,0.000000,-0.699772,0.000000,0.000000,-1.000000,0.002930,0.010670,0.007484,0,takeoff,,7.990234,0.751149,-0.015144,0,,,
0.727320,0.018297,0.000970,0.058824,0.020808,0.004522,0.004715,8.001572,0.354623,0.143976,0.006801,0.799971,0.072810,1,7.979792,1.285877,0.324051,0.948755,1.000000,1,7.992866,1.180231,0.297258,-0.003710,0.149339,0.117477,0.839762,0.030337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BCTRA,-0.016411,-0.023128,0.931143,0.049969,0.000000,7.991558,7.991104,0.085152,8.048447,2.075288,0.245880,0.069665,1.499801,0.072810,0.061402,0.227110,0.000000,1.399578,nan,0.000000,0,PURSUIT,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.132609,0.044285,0.000000,0.000000,-0.749741,0.000000,0.000000,-1.000000,0.005356,0.012180,0.011006,0,takeoff,,7.991558,0.798481,-0.021934,0,,,
0.777333,0.018792,0.001582,0.059265,0.020859,0.004864,0.005013,8.001978,0.397796,0.146836,0.008129,0.849961,0.055004,1,7.979792,1.285877,0.324051,0.905862,1.000000,1,7.992681,1.187681,0.303119,-0.003710,0.149339,0.117477,0.805251,0.030601,8.000239,0.208014,0.176926,0.192161,0.549955,,,,,,,,,,,8.008970,1.053480,0.196121,0.657571,0.549955,,,,,,,,,,,BCTRA,-0.017628,-0.023436,0.945078,0.049989,0.000000,7.993491,7.993012,0.087571,8.054648,2.197448,0.223824,0.077104,1.560033,0.055004,0.066550,0.230125,0.000000,1.399675,nan,0.000000,0,PURSUIT,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.132616,0.049605,0.000000,0.000000,-0.799730,0.000000,0.000000,-1.000000,0.003010,0.009250,0.005247,0,takeoff,,7.993491,0.846671,-0.029724,0,,,
0.827602,0.019378,0.002451,0.059949,0.020849,0.005239,0.005240,8.002463,0.443897,0.148819,0.009621,0.899949,0.036859,1,7.965372,1.398944,0.352802,0.977291,1.000000,1,7.992495,1.195157,0.308999,-0.003710,0.149339,0.117477,0.768211,0.030748,8.001400,0.360298,0.186941,0.091887,0.500260,,,,,,,,,,,8.010790,1.067774,0.228724,0.629028,0.500260,,,,,,,,,,,BCTRA,-0.018848,-0.023669,0.956013,0.050070,0.000000,7.995775,7.995281,0.088869,8.061267,2.320618,0.200414,0.084816,1.617980,0.036859,0.071690,0.232365,0.000000,1.399789,nan,0.000000,0,PURSUIT,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.132637,0.055265,0.000000,0.000000,-0.849800,0.000000,0.000000,-1.000000,-0.002059,0.007415,0.004500,0,takeoff,,7.995775,0.895339,-0.038538,0,,,
0.877583,0.019556,0.002907,0.060289,0.020695,0.005274,0.005529,8.003034,0.492651,0.149878,0.011284,0.949933,0.018486,1,7.962359,1.427120,0.353237,0.957205,1.000000,1,7.985776,1.251293,0.325038,-0.012730,0.216538,0.131520,0.778792,0.030726,8.001876,0.416989,0.190181,0.085735,0.500227,,,,,,,,,,,8.009201,1.076660,0.248783,0.592357,0.500227,,,,,,,,,,,BCTRA,-0.020133,-0.024902,0.966647,0.049989,0.000000,7.998987,7.998485,0.089589,8.069023,2.446287,0.175758,0.094206,1.675604,0.018486,0.078552,0.234344,0.000000,1.399949,nan,0.000000,0,PURSUIT,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.132646,0.061295,0.000000,0.000000,-0.899789,0.000000,0.000000,-1.000000,-0.004328,0.001367,0.006177,0,takeoff,,7.998987,0.944795,-0.048590,0,,,
0.927610,0.019582,0.003541,0.060661,0.020151,0.005478,0.005727,8.003694,0.543593,0.150000,0.013129,0.999914,-0.000000,1,7.951824,1.482231,0.353589,0.961863,1.000000,1,7.980021,1.300250,0.337487,-0.019734,0.268709,0.139553,0.779898,0.030235,8.002480,0.475188,0.192371,0.080474,0.500105,,,,,,,,,,,8.008650,1.092623,0.264971,0.560961,0.500105,,,,,,,,,,,BCTRA,-0.021352,-0.024020,0.973221,0.050035,0.000000,8.002855,8.002356,0.089339,8.076031,2.571623,0.150000,0.101439,1.730279,-0.000000,0.082303,0.235546,0.000000,1.400143,nan,0.000000,0,PURSUIT,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.132635,0.067561,0.000000,0.000000,-0.949824,0.000000,0.000000,-1.000000,-0.010655,0.006096,0.001296,0,takeoff,,8.002855,0.994477,-0.060038,0,,,
0.977547,0.019514,0.003941,0.060792,0.019901,0.005549,0.005703,8.004450,0.596601,0.149204,0.015165,1.049890,-0.018486,1,7.951116,1.538919,0.353514,0.965687,1.000000,1,7.973305,1.350326,0.347435,-0.027570,0.318834,0.143618,0.779979,0.030748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BCTRA,-0.022546,-0.023648,0.977406,0.049942,0.000000,8.007388,8.006900,0.088412,8.083733,2.697525,0.123316,0.109463,1.783100,-0.018486,0.086737,0.236065,0.000000,1.400369,nan,0.000000,0,PURSUIT,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.132620,0.074109,0.000000,0.000000,-0.999766,0.000000,0.000000,-1.000000,-0.004576,0.004660,0.000438,0,takeoff,,8.007388,1.044632,-0.072307,0,,,
1.027547,0.019382,0.004662,0.060859,0.019498,0.005635,0.005791,8.005327,0.652721,0.147480,0.017402,1.099862,-0.036859,1,7.942442,1.594332,0.353416,0.965917,1.000000,1,7.967697,1.402031,0.355471,-0.033375,0.367914,0.144794,0.778551,0.030795,8.003169,0.534722,0.193451,0.126656,0.549384,8.000020,0.109335,0.260454,0.555031,1.000285,,,,,,8.006113,1.113994,0.286357,0.481727,0.549384,8.020583,1.036597,0.168282,0.384742,1.000285,,,,,,BCTRA,-0.023785,-0.024427,0.981685,0.049966,0.000000,8.012665,8.012197,0.086621,8.092737,2.826629,0.095854,0.119390,1.835867,-0.036859,0.093160,0.236380,0.000000,1.400633,nan,0.000000,0,PURSUIT,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.132607,0.081009,0.000000,0.000000,-1.049732,0.000000,0.000000,-1.000000,-0.007314,0.003403,0.001550,0,takeoff,,8.012665,1.095060,-0.085950,0,,,
1.077573,0.019184,0.005248,0.060741,0.019134,0.005812,0.005722,8.006303,0.709974,0.144905,0.019848,1.149829,-0.055004,1,7.942442,1.594332,0.353416,0.910848,1.000000,1,7.961436,1.455143,0.362015,-0.039714,0.415833,0.143831,0.777449,0.030237,8.004904,0.656620,0.191674,0.070964,0.500130,8.000060,0.167731,0.268297,0.556141,1.000223,,,,,,8.002680,1.143280,0.308600,0.463210,0.500130,8.019946,1.044459,0.171670,0.335832,1.000223,,,,,,BCTRA,-0.024912,-0.022629,0.981829,0.050089,0.000000,8.018590,8.018148,0.084164,8.100510,2.954336,0.067848,0.126166,1.885710,-0.055004,0.095284,0.236057,0.000000,1.400930,nan,0.000000,0,PURSUIT,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.132599,0.088032,0.000000,0.000000,-1.099822,0.000000,0.000000,-1.000000,-0.009847,0.005874,-0.002325,0,takeoff,,8.018590,1.145628,-0.100618,0,,,
1.127542,0.018714,0.006196,0.060292,0.018597,0.006300,0.005408,8.007454,0.772079,0.141326,0.022515,1.199789,-0.072810,1,7.929085,1.706334,0.352890,0.961111,1.000000,1,7.959452,1.475922,0.369202,-0.039714,0.415833,0.143831,0.741368,0.030636,,,,,,8.000135,0.228659,0.274539,0.559558,1.000164,,,,,,,,,,,8.017710,1.049849,0.188492,0.281933,1.000164,,,,,,BCTRA,-0.026382,-0.028353,0.990343,0.049969,0.000000,8.025777,8.025368,0.081034,8.114301,3.092147,0.039297,0.144081,1.941090,-0.072810,0.110745,0.236352,0.000000,1.401289,nan,0.000000,0,PURSUIT,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.132587,0.095609,0.000000,0.000000,-1.149791,0.000000,0.000000,-1.000000,-0.007530,0.009901,-0.003429,0,takeoff,,8.025777,1.196056,-0.117002,0,,,
1.177481,0.018297,0.006973,0.059915,0.018343,0.006691,0.005138,8.008721,0.835093,0.136959,0.025410,1.249742,-0.090168,1,7.921890,1.733924,0.352493,0.928381,1.000000,1,7.951467,1.541979,0.372801,-0.048034,0.478606,0.138842,0.747387,0.030744,8.005934,0.720721,0.189108,0.125730,0.549371,8.000256,0.291989,0.278996,0.561433,1.000125,,,,,,8.003004,1.146633,0.313095,0.357930,0.549371,8.015885,1.053969,0.201991,0.228446,1.000125,,,,,,BCTRA,-0.027578,-0.024172,0.991281,0.049965,0.000000,8.033592,8.033223,0.077045,8.122017,3.226393,0.010573,0.148942,1.991671,-0.090168,0.109415,0.236536,0.000000,1.401680,nan,0.000000,0,PURSUIT,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.132583,0.103299,0.000000,0.000000,-1.199756,0.000000,0.000000,-1.000000,-0.006961,0.010577,-0.014444,0,takeoff,,8.033592,1.246719,-0.134252,0,,,
1.227565,0.017627,0.008389,0.059317,0.017676,0.007654,0.004867,8.010162,0.901400,0.131692,0.028544,1.299687,-0.106969,1,7.914935,1.819049,0.351690,0.948445,1.000000,1,7.943537,1.601411,0.375564,-0.055725,0.527996,0.133023,0.744264,0.030861,8.008452,0.853754,0.180381,0.068145,0.500246,8.000435,0.358014,0.281896,0.563848,1.000187,,,,,,7.991011,1.254900,0.355996,0.419097,0.500246,8.016653,1.054024,0.202643,0.168435,1.000187,,,,,,BCTRA,-0.028871,-0.025710,0.994032,0.050028,0.000000,8.042594,8.042269,0.072375,8.134192,3.365009,-0.018293,0.161949,2.043007,-0.106969,0.117915,0.236024,0.000000,1.402130,nan,0.000000,0,PURSUIT,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.132608,0.111300,0.000000,0.000000,-1.249784,0.000000,0.000000,-1.000000,-0.011978,0.015235,-0.004508,0,takeoff,,8.042594,1.296909,-0.153255,0,,,
1.277459,0.017152,0.009408,0.058970,0.017363,0.008214,0.004607,8.011748,0.969146,0.125700,0.031926,1.349622,-0.123111,1,7.912484,1.875948,0.324008,0.933525,1.000000,1,7.935648,1.666410,0.377564,-0.062859,0.581962,0.126528,0.745254,0.030782,8.009951,0.923398,0.174338,0.066797,0.500126,,,,,,,,,,,7.990826,1.262351,0.361857,0.377063,0.500126,,,,,,,,,,,BCTRA,-0.030039,-0.023699,0.993371,0.050022,0.000000,8.052274,8.051998,0.066729,8.144397,3.503087,-0.046977,0.170158,2.092128,-0.123111,0.120038,0.235367,0.000000,1.402614,nan,0.000000,0,PURSUIT,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.132613,0.119502,0.000000,0.000000,-1.299806,0.000000,0.000000,-1.000000,-0.007457,0.014188,-0.007570,0,takeoff,,8.052274,1.347554,-0.173281,0,,,
1.327616,0.016501,0.010931,0.058848,0.016818,0.009040,0.004411,8.013547,1.040637,0.118821,0.035567,1.399548,-0.138494,1,7.901933,1.960750,0.323603,0.949211,1.000000,1,7.928546,1.731302,0.374188,-0.068419,0.632227,0.112904,0.741252,0.030950,8.011631,0.995649,0.167248,0.066128,0.500015,8.005352,0.714697,0.282251,0.364710,1.000275,,,,,,7.990640,1.269826,0.367738,0.339134,0.500015,8.018574,1.074043,0.247677,0.133210,1.000275,,,,,,BCTRA,-0.031382,-0.026507,0.996330,0.049976,0.000000,8.063289,8.063066,0.059973,8.159032,3.647165,-0.075508,0.186173,2.143331,-0.138494,0.131305,0.234433,0.000000,1.403164,nan,0.000000,0,PURSUIT,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.132633,0.128093,0.000000,0.000000,-1.349783,0.000000,0.000000,-1.000000,-0.007226,0.015158,-0.002736,0,takeoff,,8.063289,1.397958,-0.195105,0,,,
1.377553,0.016096,0.012056,0.058784,0.016519,0.009727,0.004133,8.015512,1.113470,0.111322,0.039475,1.449463,-0.153023,1,7.890519,1.987816,0.323814,0.908437,1.000000,1,7.920693,1.801037,0.370925,-0.074681,0.686098,0.100316,0.741035,0.030825,,,,,,8.006948,0.817140,0.279764,0.340965,1.000196,,,,,,,,,,,8.016018,1.086298,0.275142,0.166060,1.000196,,,,,,BCTRA,-0.032572,-0.024102,0.995645,0.050037,0.000000,8.075056,8.074885,0.052538,8.170428,3.790573,-0.103484,0.194763,2.192395,-0.153023,0.132915,0.233759,0.000000,1.403753,nan,0.000000,0,PURSUIT,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.132670,0.136858,0.000000,0.000000,-1.399820,0.000000,0.000000,-1.000000,-0.004981,0.015915,-0.005768,0,takeoff,,8.075056,1.448469,-0.218095,0,,,
