time,uav_x,uav_y,uav_z,uav_vx,uav_vy,uav_vz,target_x,target_y,target_z,target_vx,target_vy,target_vz,camera_measurement_valid,camera_x,camera_y,camera_z,camera_position_error,camera_confidence,kf_state_valid,kf_x,kf_y,kf_z,kf_vx,kf_vy,kf_vz,kf_position_error,kf_state_age,guidance_prediction_0p5_x,guidance_prediction_0p5_y,guidance_prediction_0p5_z,guidance_prediction_0p5_error,guidance_prediction_0p5_age,guidance_prediction_1p0_x,guidance_prediction_1p0_y,guidance_prediction_1p0_z,guidance_prediction_1p0_error,guidance_prediction_1p0_age,guidance_prediction_2p0_x,guidance_prediction_2p0_y,guidance_prediction_2p0_z,guidance_prediction_2p0_error,guidance_prediction_2p0_age,kf_prediction_0p5_x,kf_prediction_0p5_y,kf_prediction_0p5_z,kf_prediction_0p5_error,kf_prediction_0p5_age,kf_prediction_1p0_x,kf_prediction_1p0_y,kf_prediction_1p0_z,kf_prediction_1p0_error,kf_prediction_1p0_age,kf_prediction_2p0_x,kf_prediction_2p0_y,kf_prediction_2p0_z,kf_prediction_2p0_error,kf_prediction_2p0_age,prediction_model,estimated_turn_rate,estimated_turn_acceleration,estimated_longitudinal_acceleration,control_dt,retained_plan_age,distance,horizontal_distance,vertical_error,intercept_x,intercept_y,intercept_z,intercept_vx,intercept_vy,intercept_vz,intercept_ax,intercept_ay,intercept_az,t_go,guidance_altitude_reference,guidance_closing_speed,trajectory_plan_feasible,trajectory_planner,minco_target_curve_weight,minco_constraint_penalty,minco_optimization_iterations,minco_piece_durations,planned_closing_speed,planned_max_horizontal_speed,planned_max_vertical_speed,planned_max_horizontal_acceleration,planned_max_vertical_acceleration,uav_yaw,observation_yaw,command_vx,command_vy,command_vz,command_ax,command_ay,command_az,uav_ax,uav_ay,uav_az,terminal_mode,phase,intercept_elapsed_time,minimum_distance,relative_speed,closing_speed,constraint_violation,outcome,failure_reason,failure_detail
0.505234,-0.025561,-0.034382,0.007348,-0.000395,0.001153,-0.007242,8.000237,0.138045,0.107034,0.001335,0.458592,0.177084,1,7.950482,1.127047,0.242907,0.999531,1.000000,1,7.958373,1.063213,0.191749,-0.011080,0.034326,0.049453,0.929981,0.019672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BCTRA,-0.008910,-0.014589,0.673235,0.050013,0.000000,8.028268,8.027650,0.099686,8.015123,1.216605,0.355202,0.023999,0.965740,0.177084,0.023343,0.165254,0.000000,1.401413,nan,0.000000,0,PURSUIT,0.000000,0.000000000,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.134412,0.021494,0.000000,0.000000,-0.553095,0.000000,0.000000,-1.000000,-0.011925,0.017842,-0.000636,0,takeoff,,8.028268,0.493184,-0.013843,0,,,
0.555148,-0.025920,-0.032934,0.007188,-0.001298,0.002363,-0.007316,8.000342,0.165815,0.114991,0.001803,0.508518,0.164363,1,7.950482,1.127047,0.242907,0.970987,1.000000,1,7.957819,1.064929,0.194220,-0.011080,0.034326,0.049453,0.903599,0.019557,8.000000,0.004777,0.130374,0.161771,0.500176,,,,,,,,,,,7.961057,1.027331,0.147320,0.863017,0.500176,,,,,,,,,,,BCTRA,-0.009863,-0.016845,0.738750,0.049961,0.000000,8.029446,8.028723,0.107803,8.019141,1.356781,0.345342,0.030123,1.064930,0.164363,0.029169,0.181153,0.000000,1.401472,nan,0.000000,0,PURSUIT,0.000000,0.000000000,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.134491,0.024771,0.000000,0.000000,-0.603056,0.000000,0.000000,-1.000000,-0.013895,0.018264,0.001420,0,takeoff,,8.029446,0.534487,-0.017933,0,,,
0.605241,-0.026145,-0.032063,0.007358,-0.001681,0.002942,-0.007202,8.000478,0.196001,0.122221,0.002370,0.558547,0.150602,1,7.948567,1.158862,0.242008,0.971671,1.000000,1,7.955179,1.088482,0.207536,-0.013934,0.064190,0.064282,0.897693,0.019735,8.000003,0.034941,0.141733,0.162239,0.500233,,,,,,,,,,,7.961461,1.024766,0.144478,0.829981,0.500233,,,,,,,,,,,BCTRA,-0.010840,-0.017598,0.788213,0.050226,0.000000,8.030685,8.029863,0.114863,8.023008,1.489136,0.333295,0.035537,1.152135,0.150602,0.033755,0.193124,0.000000,1.401534,nan,0.000000,0,PURSUIT,0.000000,0.000000000,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.134533,0.028418,0.000000,0.000000,-0.653282,0.000000,0.000000,-1.000000,-0.011488,0.014547,0.003513,0,takeoff,,8.030685,0.577595,-0.022085,0,,,
0.655210,-0.026533,-0.030770,0.007598,-0.002336,0.003810,-0.006974,8.000652,0.228720,0.128711,0.003047,0.608615,0.135899,1,7.938073,1.214616,0.269115,0.997808,1.000000,1,7.950926,1.118228,0.223436,-0.018820,0.100650,0.081712,0.895918,0.019669,8.000013,0.067667,0.152193,0.162758,0.500248,,,,,,,,,,,7.961595,1.022826,0.141980,0.795176,0.500248,,,,,,,,,,,BCTRA,-0.011970,-0.020495,0.832482,0.049815,0.000000,8.032291,8.031378,0.121113,8.028241,1.620712,0.319189,0.043330,1.235378,0.135899,0.041058,0.203642,0.000000,1.401615,nan,0.000000,0,PURSUIT,0.000000,0.000000000,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.134567,0.032333,0.000000,0.000000,-0.703097,0.000000,0.000000,-1.000000,-0.012056,0.016536,0.007225,0,takeoff,,8.032291,0.621475,-0.027073,0,,,
0.705123,-0.026877,-0.029869,0.007875,-0.002958,0.004370,-0.006689,8.000868,0.263862,0.134401,0.003839,0.658586,0.120387,1,7.938073,1.214616,0.269115,0.962302,1.000000,1,7.949984,1.123264,0.227524,-0.018820,0.100650,0.081712,0.865929,0.019573,8.000039,0.102939,0.161512,0.163193,0.500130,,,,,,,,,,,7.961297,1.026307,0.149411,0.763619,0.500130,,,,,,,,,,,BCTRA,-0.013053,-0.020122,0.863967,0.049941,0.000000,8.034114,8.033117,0.126526,8.032503,1.746341,0.303147,0.048665,1.308961,0.120387,0.044843,0.211168,0.000000,1.401706,nan,0.000000,0,PURSUIT,0.000000,0.000000000,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.134595,0.036589,0.000000,0.000000,-0.753038,0.000000,0.000000,-1.000000,-0.019435,0.015189,0.008499,0,takeoff,,8.034114,0.666479,-0.032712,0,,,
0.755143,-0.027262,-0.028351,0.008729,-0.003653,0.005411,-0.006346,8.001135,0.301618,0.139283,0.004759,0.708623,0.104110,1,7.935581,1.245378,0.269296,0.954926,1.000000,1,7.946001,1.154561,0.240218,-0.023005,0.136783,0.093554,0.860663,0.019483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BCTRA,-0.014226,-0.021876,0.891468,0.050025,0.000000,8.036235,8.035174,0.130554,8.038140,1.872090,0.285226,0.056359,1.379510,0.104110,0.051332,0.217521,0.000000,1.401812,nan,0.000000,0,PURSUIT,0.000000,0.000000000,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.134643,0.041095,0.000000,0.000000,-0.803064,0.000000,0.000000,-1.000000,-0.006112,0.013551,0.004534,0,takeoff,,8.036235,0.711885,-0.039072,0,,,
0.805159,-0.027425,-0.027434,0.009530,-0.004071,0.006008,-0.005809,8.001459,0.341948,0.143315,0.005813,0.758554,0.087227,1,7.935581,1.245378,0.269296,0.914547,1.000000,1,7.944851,1.161394,0.244891,-0.023005,0.136783,0.093554,0.827656,0.019718,8.000160,0.180740,0.177307,0.164758,0.500100,,,,,,,,,,,7.961355,1.034398,0.164705,0.693940,0.500100,,,,,,,,,,,BCTRA,-0.015462,-0.023258,0.915258,0.050021,0.000000,8.038490,8.037377,0.133785,8.044165,1.997867,0.265601,0.064309,1.447128,0.087227,0.057749,0.222922,0.000000,1.401925,nan,0.000000,0,PURSUIT,0.000000,0.000000000,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.134654,0.045993,0.000000,0.000000,-0.853085,0.000000,0.000000,-1.000000,-0.008234,0.014029,0.014257,0,takeoff,,8.038490,0.758339,-0.046001,0,,,
0.855158,-0.027659,-0.026139,0.010732,-0.004403,0.006687,-0.005110,8.001846,0.384598,0.146442,0.007014,0.808572,0.069776,1,7.929724,1.303520,0.270792,0.930098,1.000000,1,7.940438,1.199532,0.254717,-0.027493,0.179839,0.100628,0.824386,0.019663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BCTRA,-0.016643,-0.022666,0.931838,0.050000,0.000000,8.041149,8.040004,0.135710,8.049609,2.121478,0.244271,0.070541,1.509465,0.069776,0.061620,0.226687,0.000000,1.402057,nan,0.000000,0,PURSUIT,0.000000,0.000000000,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.134692,0.051133,0.000000,0.000000,-0.903084,0.000000,0.000000,-1.000000,-0.008317,0.011916,0.013654,0,takeoff,,8.041149,0.805455,-0.053624,0,,,
0.905169,-0.027871,-0.025218,0.011592,-0.004795,0.007244,-0.004627,8.002306,0.429802,0.148673,0.008370,0.858577,0.051898,1,7.921140,1.359693,0.285148,0.943351,1.000000,1,7.935241,1.240602,0.265353,-0.032761,0.224051,0.108359,0.821894,0.019652,8.000270,0.223503,0.183668,0.209256,0.550004,,,,,,,,,,,7.961095,1.034261,0.165226,0.606089,0.550004,,,,,,,,,,,BCTRA,-0.017850,-0.023286,0.945453,0.049978,0.000000,8.044226,8.043058,0.137081,8.056083,2.245716,0.221444,0.078340,1.569474,0.051898,0.067168,0.229568,0.000000,1.402211,nan,0.000000,0,PURSUIT,0.000000,0.000000000,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.134701,0.056625,0.000000,0.000000,-0.953062,0.000000,0.000000,-1.000000,-0.008770,0.014115,0.008838,0,takeoff,,8.044226,0.853309,-0.062261,0,,,
0.955023,-0.028230,-0.023728,0.013135,-0.005545,0.008330,-0.003947,8.002848,0.477618,0.149992,0.009889,0.908539,0.033715,1,7.908351,1.415661,0.300244,0.954688,1.000000,1,7.928598,1.284318,0.276813,-0.039698,0.269106,0.116733,0.819976,0.019363,8.001057,0.321110,0.188728,0.161240,0.549848,,,,,,,,,,,7.957679,1.047055,0.187437,0.572452,0.549848,,,,,,,,,,,BCTRA,-0.019052,-0.023346,0.955722,0.050009,0.000000,8.047875,8.046711,0.136857,8.062722,2.370394,0.197273,0.085883,1.626923,0.033715,0.072029,0.231640,0.000000,1.402394,nan,0.000000,0,PURSUIT,0.000000,0.000000000,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.134729,0.062362,0.000000,0.000000,-1.003071,0.000000,0.000000,-1.000000,-0.012067,0.021145,0.013949,0,takeoff,,8.047875,0.901129,-0.072121,0,,,
1.005214,-0.028480,-0.022715,0.013996,-0.005842,0.008963,-0.003351,8.003480,0.527839,0.150381,0.011582,0.958489,0.015327,1,7.900649,1.471787,0.301267,0.961446,1.000000,1,7.921737,1.330460,0.286359,-0.046525,0.314868,0.121928,0.818151,0.019803,8.001498,0.380096,0.192806,0.153727,0.550079,,,,,,,,,,,7.957291,1.047446,0.188843,0.523071,0.550079,,,,,,,,,,,BCTRA,-0.020283,-0.023959,0.964525,0.050001,0.000000,8.051961,8.050806,0.136385,8.070184,2.496536,0.171879,0.094475,1.683191,0.015327,0.077844,0.233236,0.000000,1.402598,nan,0.000000,0,PURSUIT,0.000000,0.000000000,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.134728,0.068467,0.000000,0.000000,-1.053072,0.000000,0.000000,-1.000000,-0.010547,0.016216,0.014442,0,takeoff,,8.051961,0.949870,-0.082621,0,,,
1.055171,-0.028788,-0.021182,0.014816,-0.006221,0.010134,-0.003148,8.004205,0.580190,0.149843,0.013458,1.008468,-0.003167,1,7.900649,1.471787,0.301267,0.910274,1.000000,1,7.919408,1.346220,0.292462,-0.046525,0.314868,0.121928,0.783794,0.019733,8.002632,0.498756,0.197173,0.094203,0.500023,8.000000,0.009094,0.248173,0.579515,1.000200,,,,,,7.952279,1.082092,0.218947,0.509291,0.500023,7.957732,1.021925,0.144929,0.444200,1.000200,,,,,,BCTRA,-0.021515,-0.024104,0.971411,0.049998,0.000000,8.056603,8.055471,0.135027,8.077913,2.623666,0.145400,0.102949,1.738041,-0.003167,0.083111,0.234366,0.000000,1.402830,nan,0.000000,0,PURSUIT,0.000000,0.000000000,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.134738,0.074748,0.000000,0.000000,-1.103070,0.000000,0.000000,-1.000000,-0.004143,0.021279,0.000618,0,takeoff,,8.056603,0.998528,-0.094141,0,,,
1.105293,-0.028885,-0.019969,0.015267,-0.006615,0.010912,-0.002970,8.005043,0.635341,0.148387,0.015528,1.058451,-0.021645,1,7.891441,1.557577,0.302865,0.941959,1.000000,1,7.911883,1.401512,0.299754,-0.053869,0.370735,0.123625,0.786517,0.019900,8.003334,0.559222,0.197522,0.090615,0.500052,8.000005,0.064226,0.259044,0.581758,1.000285,,,,,,7.948211,1.120577,0.239677,0.497009,0.500052,7.958438,1.018533,0.141023,0.386087,1.000285,,,,,,BCTRA,-0.022737,-0.024024,0.976424,0.050014,0.000000,8.061709,8.060610,0.133120,8.086024,2.752439,0.118017,0.111502,1.791469,-0.021645,0.088103,0.235022,0.000000,1.403085,nan,0.000000,0,PURSUIT,0.000000,0.000000000,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.134753,0.081427,0.000000,0.000000,-1.153084,0.000000,0.000000,-1.000000,-0.009477,0.020957,0.005918,0,takeoff,,8.061709,1.047940,-0.106909,0,,,
1.155313,-0.028905,-0.018032,0.015740,-0.006779,0.012226,-0.002877,8.006011,0.693580,0.145997,0.017800,1.108422,-0.039987,1,7.886931,1.643515,0.303424,0.970226,1.000000,1,7.904889,1.462765,0.305804,-0.059964,0.431275,0.123435,0.792092,0.019745,8.004203,0.621687,0.196661,0.087970,0.500103,8.000025,0.121937,0.268294,0.584610,1.000351,,,,,,7.941516,1.168553,0.264292,0.493713,0.500103,7.958749,1.016060,0.137651,0.326031,1.000351,,,,,,BCTRA,-0.024082,-0.026173,0.983763,0.050012,0.000000,8.067418,8.066366,0.130257,8.096290,2.885775,0.089881,0.123602,1.846407,-0.039987,0.097063,0.235820,0.000000,1.403371,nan,0.000000,0,PURSUIT,0.000000,0.000000000,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.134731,0.088366,0.000000,0.000000,-1.203096,0.000000,0.000000,-1.000000,-0.005589,0.020566,-0.004347,0,takeoff,,8.067418,1.097099,-0.120574,0,,,
1.205144,-0.028917,-0.016862,0.015872,-0.006825,0.012961,-0.002928,8.007095,0.753450,0.142734,0.020284,1.158407,-0.058088,1,7.886931,1.643515,0.303424,0.912401,1.000000,1,7.901889,1.484339,0.311978,-0.059964,0.431275,0.123435,0.757569,0.019479,8.005134,0.685164,0.194594,0.085769,0.500021,8.000071,0.182314,0.275678,0.586447,1.000151,,,,,,7.940574,1.173589,0.268380,0.443541,0.500021,7.958445,1.021234,0.148285,0.272224,1.000151,,,,,,BCTRA,-0.025274,-0.023857,0.985896,0.049986,0.000000,8.073844,8.072847,0.126861,8.104170,3.017606,0.061195,0.130158,1.897787,-0.058088,0.098690,0.236023,0.000000,1.403692,nan,0.000000,0,PURSUIT,0.000000,0.000000000,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.134717,0.095592,0.000000,0.000000,-1.253083,0.000000,0.000000,-1.000000,-0.002499,0.019864,-0.003292,0,takeoff,,8.073844,1.147094,-0.135400,0,,,
1.255129,-0.028976,-0.015317,0.015954,-0.007125,0.014086,-0.002868,8.008327,0.816196,0.138571,0.023003,1.208624,-0.075916,1,7.869573,1.727578,0.304320,0.936665,1.000000,1,7.892832,1.551648,0.315747,-0.068583,0.496346,0.120019,0.765259,0.019645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BCTRA,-0.026522,-0.024715,0.988660,0.050061,0.000000,8.081131,8.080201,0.122617,8.114702,3.153035,0.031981,0.141248,1.949567,-0.075916,0.105603,0.235799,0.000000,1.404057,nan,0.000000,0,PURSUIT,0.000000,0.000000000,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.134720,0.103112,0.000000,0.000000,-1.303144,0.000000,0.000000,-1.000000,-0.008034,0.018385,-0.000060,0,takeoff,,8.081131,1.197148,-0.151769,0,,,
1.305159,-0.029029,-0.014166,0.015993,-0.007313,0.014778,-0.002942,8.009709,0.881277,0.133572,0.025924,1.258319,-0.093095,1,7.862861,1.812421,0.304354,0.957998,1.000000,1,7.884192,1.622466,0.318802,-0.076004,0.561855,0.115835,0.774226,0.019757,8.007517,0.818685,0.186929,0.082277,0.500000,8.000288,0.310043,0.285529,0.591175,1.000100,,,,,,7.933349,1.229786,0.291668,0.390235,0.500000,7.958759,1.033035,0.169905,0.164154,1.000100,,,,,,BCTRA,-0.027779,-0.024924,0.990984,0.049909,0.000000,8.089311,8.088457,0.117580,8.125446,3.289900,0.002823,0.151953,2.000510,-0.093095,0.111617,0.235507,0.000000,1.404466,nan,0.000000,0,PURSUIT,0.000000,0.000000000,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.134711,0.110966,0.000000,0.000000,-1.353052,0.000000,0.000000,-1.000000,-0.004794,0.018560,-0.001843,0,takeoff,,8.089311,1.247248,-0.169372,0,,,
