measurement_stamp,receipt_stamp,processed_stamp,published_stamp,source,valid,observation_valid,truth_available,rejection_reason,rgb_raw_stamp,depth_raw_stamp,rgb_receipt_stamp,depth_receipt_stamp,rgb_mapped_stamp,depth_mapped_stamp,rgb_depth_acquisition_skew,pose_history_start_stamp,pose_history_end_stamp,approach_phase,distance_bin,motion_regime,confidence,red_pixel_count,valid_depth_ratio,target_range,view_angle,position_x,position_y,position_z,covariance_xx,covariance_yy,covariance_zz,truth_x,truth_y,truth_z,error_x,error_y,error_z,horizontal_error,position_3d_error,observation_age
1790061589.5669377,1790061589.569711,1790061590.3119006,1790061590.3119006,front_rgbd_red_sphere,False,False,False,POSE_UNAVAILABLE,58.352,58.352,1790061589.569711,1790061589.5679164,1790061589.5669377,1790061589.5669377,0.0,-inf,inf,PREPARATION,UNKNOWN,STRAIGHT,0.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.002773284912109375
1790061589.6149378,1790061589.617998,1790061590.4116747,1790061590.4116747,front_rgbd_red_sphere,False,False,False,POSE_UNAVAILABLE,58.4,58.4,1790061589.617998,1790061589.615587,1790061589.6149378,1790061589.6149378,0.0,1790061590.3057148,1790061590.4017148,PREPARATION,UNKNOWN,STRAIGHT,0.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0030601024627685547
1790061589.7649376,1790061589.8176014,1790061590.5116665,1790061590.5116665,front_rgbd_red_sphere,False,False,False,POSE_UNAVAILABLE,58.5,58.6,1790061589.7184198,1790061589.8176014,1790061589.7149377,1790061589.8149376,0.10000000000000142,-inf,inf,TERMINAL_APPROACH,UNKNOWN,STRAIGHT,0.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.05266380310058594
1790061590.0149376,1790061590.0510921,1790061590.6120434,1790061590.6120434,front_rgbd_red_sphere,False,False,False,POSE_UNAVAILABLE,58.8,58.8,1790061590.0510921,1790061590.0495806,1790061590.0149376,1790061590.0149376,0.0,1790061590.5256126,1790061590.6015484,TERMINAL_APPROACH,UNKNOWN,STRAIGHT,0.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.03615450859069824
1790061590.0909376,1790061590.1295958,1790061590.7118094,1790061590.7118094,front_rgbd_red_sphere,False,False,False,POSE_UNAVAILABLE,58.852,58.9,1790061590.0937629,1790061590.1295958,1790061590.0669377,1790061590.1149378,0.04800000000000182,1790061590.5256126,1790061590.7055483,TERMINAL_APPROACH,UNKNOWN,STRAIGHT,0.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.03865814208984375
1790061590.1409378,1790061590.1834688,1790061590.8113904,1790061590.8113904,front_rgbd_red_sphere,False,False,False,POSE_UNAVAILABLE,58.9,58.952,1790061590.1338615,1790061590.1834688,1790061590.1149378,1790061590.1669376,0.0519999999999996,-inf,inf,TERMINAL_APPROACH,UNKNOWN,STRAIGHT,0.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.04253101348876953
1790061590.2149377,1790061590.2362437,1790061590.9123695,1790061590.9123695,front_rgbd_red_sphere,False,False,False,POSE_UNAVAILABLE,59.0,59.0,1790061590.2362437,1790061590.234796,1790061590.2149377,1790061590.2149377,0.0,1790061590.86286,1790061590.90286,TERMINAL_APPROACH,UNKNOWN,STRAIGHT,0.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.02130603790283203
1790061590.3169377,1790061590.3872116,1790061591.0119188,1790061591.0119188,front_rgbd_red_sphere,False,False,False,POSE_UNAVAILABLE,59.152,59.052,1790061590.3872116,1790061590.2859662,1790061590.3669376,1790061590.2669377,0.10000000000000142,-inf,inf,TERMINAL_APPROACH,UNKNOWN,STRAIGHT,0.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.07027387619018555
1790061590.3909378,1790061590.4337215,1790061591.11224,1790061591.11224,front_rgbd_red_sphere,False,False,False,POSE_UNAVAILABLE,59.2,59.152,1790061590.4337215,1790061590.3852975,1790061590.4149377,1790061590.3669376,0.04800000000000182,1790061591.005576,1790061591.085576,TERMINAL_APPROACH,UNKNOWN,STRAIGHT,0.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.04278373718261719
1790061590.4649377,1790061590.5411642,1790061591.211797,1790061591.211797,front_rgbd_red_sphere,False,False,False,POSE_UNAVAILABLE,59.3,59.2,1790061590.5411642,1790061590.431056,1790061590.5149376,1790061590.4149377,0.09999999999999432,1790061591.1656408,1790061591.2054796,TERMINAL_APPROACH,UNKNOWN,STRAIGHT,0.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.07622647285461426
1790061590.5649376,1790061590.627842,1790061591.3117015,1790061591.3117015,front_rgbd_red_sphere,False,False,False,POSE_UNAVAILABLE,59.4,59.3,1790061590.627842,1790061590.5403166,1790061590.6149378,1790061590.5149376,0.10000000000000142,1790061591.242268,1790061591.306268,TERMINAL_APPROACH,UNKNOWN,STRAIGHT,0.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.06290435791015625
1790061590.6909378,1790061590.738099,1790061591.4121842,1790061591.4121842,front_rgbd_red_sphere,False,False,False,POSE_UNAVAILABLE,59.5,59.452,1790061590.738099,1790061590.6846995,1790061590.7149377,1790061590.6669376,0.04800000000000182,1790061591.242268,1790061591.4022682,TERMINAL_APPROACH,UNKNOWN,STRAIGHT,0.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.04716134071350098
1790061590.7409377,1790061590.7824304,1790061591.511892,1790061591.511892,front_rgbd_red_sphere,False,False,False,POSE_UNAVAILABLE,59.552,59.5,1790061590.7824304,1790061590.7353232,1790061590.7669377,1790061590.7149377,0.0519999999999996,1790061591.242268,1790061591.506268,TERMINAL_APPROACH,UNKNOWN,STRAIGHT,0.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.04149270057678223
1790061590.7909377,1790061590.8321688,1790061591.611732,1790061591.611732,front_rgbd_red_sphere,False,False,False,POSE_UNAVAILABLE,59.6,59.552,1790061590.8321688,1790061590.779892,1790061590.8149376,1790061590.7669377,0.04800000000000182,-inf,inf,TERMINAL_APPROACH,UNKNOWN,STRAIGHT,0.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.04123115539550781
1790061590.9409378,1790061590.9840674,1790061591.71164,1790061591.71164,front_rgbd_red_sphere,False,False,False,POSE_UNAVAILABLE,59.7,59.752,1790061590.935553,1790061590.9840674,1790061590.9149377,1790061590.9669378,0.0519999999999996,-inf,inf,TERMINAL_APPROACH,UNKNOWN,STRAIGHT,0.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.043129682540893555
1790061590.9909377,1790061591.0327737,1790061591.8113327,1790061591.8113327,front_rgbd_red_sphere,False,False,False,POSE_UNAVAILABLE,59.752,59.8,1790061590.987165,1790061591.0327737,1790061590.9669378,1790061591.0149376,0.047999999999994714,-inf,inf,TERMINAL_APPROACH,UNKNOWN,STRAIGHT,0.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.04183602333068848
1790061591.1409378,1790061591.1828496,1790061591.91182,1790061591.91182,front_rgbd_red_sphere,False,False,False,POSE_UNAVAILABLE,59.9,59.952,1790061591.1376188,1790061591.1828496,1790061591.1149378,1790061591.1669376,0.0519999999999996,1790061591.8455415,1790061591.9015415,TERMINAL_APPROACH,UNKNOWN,STRAIGHT,0.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.04191184043884277
1790061591.3409376,1790061591.3827221,1790061592.0118117,1790061592.0118117,front_rgbd_red_sphere,False,False,False,POSE_UNAVAILABLE,60.1,60.152,1790061591.3380117,1790061591.3827221,1790061591.3149376,1790061591.3669376,0.0519999999999996,1790061591.9655883,1790061592.0054126,TERMINAL_APPROACH,UNKNOWN,STRAIGHT,0.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.04178452491760254
1790061591.4649377,1790061591.5346012,1790061592.1118398,1790061592.1118398,front_rgbd_red_sphere,False,False,False,POSE_UNAVAILABLE,60.2,60.3,1790061591.431272,1790061591.5346012,1790061591.4149377,1790061591.5149376,0.09999999999999432,-inf,inf,TERMINAL_APPROACH,UNKNOWN,STRAIGHT,0.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.06966352462768555
1790061591.6409378,1790061591.6955802,1790061592.211538,1790061592.211538,front_rgbd_red_sphere,False,False,True,POSE_UNAVAILABLE,60.452,60.4,1790061591.6955802,1790061591.6306634,1790061591.6669376,1790061591.6149378,0.0519999999999996,1790061592.1654947,1790061592.2054946,TERMINAL_APPROACH,UNKNOWN,STRAIGHT,0.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,51.038022966657074,-3.0292376761325004,-0.022041976314858762,nan,nan,nan,nan,nan,0.054642438888549805
1790061591.8149376,1790061591.832126,1790061592.3119223,1790061592.3119223,front_rgbd_red_sphere,False,False,True,POSE_UNAVAILABLE,60.6,60.6,1790061591.832126,1790061591.8280418,1790061591.8149376,1790061591.8149376,0.0,1790061592.1654947,1790061592.3014946,TERMINAL_APPROACH,UNKNOWN,STRAIGHT,0.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,51.532660209578474,-3.5188421451668077,-0.03332648157722187,nan,nan,nan,nan,nan,0.017188310623168945
1790061591.9169376,1790061591.9799647,1790061592.4114702,1790061592.4114702,front_rgbd_red_sphere,False,False,True,POSE_UNAVAILABLE,60.652,60.752,1790061591.8926408,1790061591.9799647,1790061591.8669376,1790061591.9669378,0.10000000000000142,1790061592.1654947,1790061592.405425,TERMINAL_APPROACH,UNKNOWN,STRAIGHT,0.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,51.82306774879051,-3.8055515346592883,-0.038841723213120176,nan,nan,nan,nan,nan,0.06302714347839355
1790061591.9909377,1790061592.030199,1790061592.5114973,1790061592.5114973,front_rgbd_red_sphere,False,False,True,POSE_UNAVAILABLE,60.752,60.8,1790061591.9816394,1790061592.030199,1790061591.9669378,1790061592.0149376,0.047999999999994714,-inf,inf,TERMINAL_APPROACH,UNKNOWN,STRAIGHT,0.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,52.033794135214805,-4.013217168994837,-0.042227237588077046,nan,nan,nan,nan,nan,0.0392613410949707
1790061592.0409377,1790061592.0836544,1790061592.6114714,1790061592.6114714,front_rgbd_red_sphere,False,False,False,POSE_UNAVAILABLE,60.8,60.852,1790061592.032944,1790061592.0836544,1790061592.0149376,1790061592.0669377,0.0519999999999996,1790061592.508582,1790061592.604582,TERMINAL_APPROACH,UNKNOWN,STRAIGHT,0.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.04271674156188965
1790061592.0909376,1790061592.1339386,1790061592.711795,1790061592.711795,front_rgbd_red_sphere,False,False,False,POSE_UNAVAILABLE,60.852,60.9,1790061592.0849125,1790061592.1339386,1790061592.0669377,1790061592.1149378,0.04800000000000182,1790061592.6859903,1790061592.7019904,TERMINAL_APPROACH,UNKNOWN,STRAIGHT,0.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.04300093650817871
1790061592.1409378,1790061592.1837444,1790061592.8118615,1790061592.8118615,front_rgbd_red_sphere,False,False,False,POSE_UNAVAILABLE,60.9,60.952,1790061592.1360724,1790061592.1837444,1790061592.1149378,1790061592.1669376,0.0519999999999996,1790061592.7654161,1790061592.8054163,TERMINAL_APPROACH,UNKNOWN,STRAIGHT,0.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.04280662536621094
1790061592.2409377,1790061592.2847402,1790061592.9115772,1790061592.9115772,front_rgbd_red_sphere,False,False,False,POSE_UNAVAILABLE,61.0,61.052,1790061592.2334824,1790061592.2847402,1790061592.2149377,1790061592.2669377,0.0519999999999996,1790061592.8884861,1790061592.9044862,TERMINAL_APPROACH,UNKNOWN,STRAIGHT,0.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.043802499771118164
1790061592.4149377,1790061592.431717,1790061593.011787,1790061593.011787,front_rgbd_red_sphere,False,False,False,POSE_UNAVAILABLE,61.2,61.2,1790061592.431717,1790061592.4286077,1790061592.4149377,1790061592.4149377,0.0,1790061592.8884861,1790061593.004486,TERMINAL_APPROACH,UNKNOWN,STRAIGHT,0.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.016779184341430664
1790061592.5909376,1790061592.638387,1790061593.1127105,1790061593.1127105,front_rgbd_red_sphere,False,False,True,POSE_UNAVAILABLE,61.4,61.352,1790061592.638387,1790061592.5794864,1790061592.6149378,1790061592.5669377,0.04800000000000182,1790061592.8884861,1790061593.1004863,TERMINAL_APPROACH,UNKNOWN,STRAIGHT,0.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,53.750380785510885,-5.690629984463311,-0.0464407090871615,nan,nan,nan,nan,nan,0.047449350357055664
1790061592.6409378,1790061592.692612,1790061593.2123704,1790061593.2123704,front_rgbd_red_sphere,False,False,False,POSE_UNAVAILABLE,61.452,61.4,1790061592.692612,1790061592.63567,1790061592.6669376,1790061592.6149378,0.0519999999999996,-inf,inf,TERMINAL_APPROACH,UNKNOWN,STRAIGHT,0.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.05167412757873535
1790061592.7909377,1790061592.8293993,1790061593.3117774,1790061593.3117774,front_rgbd_red_sphere,False,False,True,POSE_UNAVAILABLE,61.6,61.552,1790061592.8293993,1790061592.781388,1790061592.8149376,1790061592.7669377,0.04800000000000182,1790061593.246774,1790061593.3012304,TERMINAL_APPROACH,UNKNOWN,STRAIGHT,0.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,54.32602095508661,-6.246386264159633,-0.038462847451701664,nan,nan,nan,nan,nan,0.03846168518066406
1790061592.8409376,1790061592.8898695,1790061593.4122093,1790061593.4122093,front_rgbd_red_sphere,False,False,False,POSE_UNAVAILABLE,61.652,61.6,1790061592.8898695,1790061592.8278804,1790061592.8669376,1790061592.8149376,0.0519999999999996,1790061593.3654635,1790061593.4054635,TERMINAL_APPROACH,UNKNOWN,STRAIGHT,0.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.04893183708190918
1790061592.9149377,1790061592.9368079,1790061593.5118115,1790061593.5118115,front_rgbd_red_sphere,False,False,False,POSE_UNAVAILABLE,61.7,61.7,1790061592.9368079,1790061592.9357255,1790061592.9149377,1790061592.9149377,0.0,1790061593.3654635,1790061593.5014637,TERMINAL_APPROACH,UNKNOWN,STRAIGHT,0.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.021870136260986328
1790061593.0409377,1790061593.0858254,1790061593.6115084,1790061593.6115084,front_rgbd_red_sphere,False,False,True,POSE_UNAVAILABLE,61.8,61.852,1790061593.0356233,1790061593.0858254,1790061593.0149376,1790061593.0669377,0.0519999999999996,1790061593.565511,1790061593.605511,TERMINAL_APPROACH,UNKNOWN,STRAIGHT,0.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,55.048224609679984,-6.937919108349113,-0.023327160174684725,nan,nan,nan,nan,nan,0.04488778114318848
1790061593.1169376,1790061593.1811764,1790061593.7122731,1790061593.7122731,front_rgbd_red_sphere,False,False,False,POSE_UNAVAILABLE,61.852,61.952,1790061593.089082,1790061593.1811764,1790061593.0669377,1790061593.1669376,0.10000000000000142,1790061593.565511,1790061593.701511,TERMINAL_APPROACH,UNKNOWN,STRAIGHT,0.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0642387866973877
1790061593.2409377,1790061593.284569,1790061593.811871,1790061593.811871,front_rgbd_red_sphere,False,False,True,POSE_UNAVAILABLE,62.0,62.052,1790061593.237113,1790061593.284569,1790061593.2149377,1790061593.2669377,0.0519999999999996,1790061593.565511,1790061593.8030393,TERMINAL_APPROACH,UNKNOWN,STRAIGHT,0.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,55.628300912367564,-7.488271299766329,-0.008536061809818196,nan,nan,nan,nan,nan,0.04363131523132324
1790061593.3169377,1790061593.3991404,1790061593.9119966,1790061593.9119966,front_rgbd_red_sphere,False,False,False,POSE_UNAVAILABLE,62.052,62.152,1790061593.287563,1790061593.3991404,1790061593.2669377,1790061593.3669376,0.10000000000000142,1790061593.565511,1790061593.8990393,TERMINAL_APPROACH,UNKNOWN,STRAIGHT,0.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.08220267295837402
1790061593.4649377,1790061593.5310538,1790061594.0119405,1790061594.0119405,front_rgbd_red_sphere,False,False,False,POSE_UNAVAILABLE,62.2,62.3,1790061593.4419675,1790061593.5310538,1790061593.4149377,1790061593.5149376,0.09999999999999432,-inf,inf,TERMINAL_APPROACH,UNKNOWN,STRAIGHT,0.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0661160945892334
1790061593.5669377,1790061593.5902915,1790061594.1128945,1790061594.1128945,front_rgbd_red_sphere,False,False,False,POSE_UNAVAILABLE,62.352,62.352,1790061593.5902915,1790061593.5869412,1790061593.5669377,1790061593.5669377,0.0,1790061594.0057304,1790061594.1054828,TERMINAL_APPROACH,UNKNOWN,STRAIGHT,0.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.02335381507873535
1790061593.6909378,1790061593.737947,1790061594.2119088,1790061594.2119088,front_rgbd_red_sphere,False,False,True,POSE_UNAVAILABLE,62.5,62.452,1790061593.737947,1790061593.6859322,1790061593.7149377,1790061593.6669376,0.04800000000000182,1790061594.1455615,1790061594.2017095,TERMINAL_APPROACH,UNKNOWN,STRAIGHT,0.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,56.94386867055691,-8.71739277138576,0.025494323192195332,nan,nan,nan,nan,nan,0.04700922966003418
1790061593.7409377,1790061593.7898905,1790061594.3121598,1790061594.3121598,front_rgbd_red_sphere,False,False,True,POSE_UNAVAILABLE,62.552,62.5,1790061593.7898905,1790061593.7355146,1790061593.7669377,1790061593.7149377,0.0519999999999996,-inf,inf,TERMINAL_APPROACH,UNKNOWN,STRAIGHT,0.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,57.09085524585889,-8.852927484138679,0.02878700799083875,nan,nan,nan,nan,nan,0.04895281791687012
1790061593.8169377,1790061593.9002066,1790061594.4116006,1790061594.4116006,front_rgbd_red_sphere,False,False,False,POSE_UNAVAILABLE,62.652,62.552,1790061593.9002066,1790061593.7837865,1790061593.8669376,1790061593.7669377,0.10000000000000142,-inf,inf,TERMINAL_APPROACH,UNKNOWN,STRAIGHT,0.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.08326888084411621
1790061593.9409378,1790061593.9855244,1790061594.5118437,1790061594.5118437,front_rgbd_red_sphere,False,False,False,POSE_UNAVAILABLE,62.752,62.7,1790061593.9855244,1790061593.934144,1790061593.9669378,1790061593.9149377,0.0519999999999996,-inf,inf,TERMINAL_APPROACH,UNKNOWN,STRAIGHT,0.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0445866584777832
1790061594.0169377,1790061594.098796,1790061594.6119928,1790061594.6119928,front_rgbd_red_sphere,False,False,False,POSE_UNAVAILABLE,62.852,62.752,1790061594.098796,1790061593.9817233,1790061594.0669377,1790061593.9669378,0.09999999999999432,1790061594.5865037,1790061594.6025038,TERMINAL_APPROACH,UNKNOWN,STRAIGHT,0.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.08185815811157227
1790061594.0909376,1790061594.139688,1790061594.7116587,1790061594.7116587,front_rgbd_red_sphere,False,False,False,POSE_UNAVAILABLE,62.9,62.852,1790061594.139688,1790061594.0828602,1790061594.1149378,1790061594.0669377,0.04800000000000182,1790061594.5865037,1790061594.7054472,TERMINAL_APPROACH,UNKNOWN,STRAIGHT,0.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.04875040054321289
1790061594.1409378,1790061594.1948092,1790061594.8113527,1790061594.8113527,front_rgbd_red_sphere,False,False,False,POSE_UNAVAILABLE,62.952,62.9,1790061594.1948092,1790061594.1373248,1790061594.1669376,1790061594.1149378,0.0519999999999996,-inf,inf,TERMINAL_APPROACH,UNKNOWN,STRAIGHT,0.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.05387139320373535
1790061594.2909377,1790061594.336641,1790061594.9113867,1790061594.9113867,front_rgbd_red_sphere,False,False,False,POSE_UNAVAILABLE,63.052,63.1,1790061594.2980368,1790061594.336641,1790061594.2669377,1790061594.3149376,0.04800000000000182,1790061594.8856292,1790061594.9016292,TERMINAL_APPROACH,UNKNOWN,STRAIGHT,0.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.04570341110229492
