time,uav_x,uav_y,uav_z,uav_vx,uav_vy,target_x,target_y,target_vx,target_vy,distance,intercept_x,intercept_y,t_go,uav_vz,target_z,target_vz,horizontal_distance,vertical_error,intercept_z,command_vx,command_vy,command_vz,command_ax,command_ay,command_az,uav_ax,uav_ay,uav_az,terminal_mode
4.500000,20.041023,49.343136,-0.831711,-0.037213,3.090425,20.000000,50.811652,0.000000,1.000000,1.688184,20.000000,51.643362,0.831711,0.994695,0.000000,0.000000,1.469089,0.831711,0.000000,-0.072901,3.609638,1.000000,-0.018290,-0.030709,0.000000,-0.058995,0.958552,0.051444,1
4.550000,20.038803,49.519119,-0.776259,-0.040096,3.145868,20.000000,50.861909,0.000000,1.000000,1.551505,20.000000,51.638168,0.776259,0.998092,0.000000,0.000000,1.343350,0.776259,0.000000,-0.075030,3.596427,1.000000,-0.042585,-0.264222,0.000000,-0.051638,0.996903,0.063948,1
4.600000,20.037075,49.647064,-0.736542,-0.042225,3.185813,20.000000,50.912248,0.000000,1.000000,1.464432,20.000000,51.648791,0.736542,1.000543,0.000000,0.000000,1.265727,0.736542,0.000000,-0.075951,3.591826,1.000000,-0.018423,-0.092009,0.000000,-0.056274,0.995740,0.061952,1
4.650000,20.033943,49.855778,-0.672658,-0.045939,3.248906,20.000000,50.961753,0.000000,1.000000,1.294914,20.000000,51.634411,0.672658,1.004688,0.000000,0.000000,1.106496,0.672658,0.000000,-0.078638,3.562275,1.000000,-0.053740,-0.591018,0.000000,-0.056789,0.975539,0.061795,1
4.700000,20.031815,49.988476,-0.632619,-0.048260,3.286796,20.000000,51.012045,0.000000,1.000000,1.203708,20.000000,51.644664,0.632619,1.007056,0.000000,0.000000,1.024064,0.632619,0.000000,-0.079291,3.551040,1.000000,-0.013067,-0.224697,0.000000,-0.057633,0.939945,0.057429,1
4.750000,20.028561,50.176888,-0.576334,-0.051456,3.336838,20.000000,51.061849,0.000000,1.000000,1.056472,20.000000,51.638183,0.576334,1.010173,0.000000,0.000000,0.885422,0.576334,0.000000,-0.081102,3.512971,1.000000,-0.036210,-0.761379,0.000000,-0.058224,0.869289,0.054687,1
4.800000,20.026154,50.313267,-0.535974,-0.053654,3.370108,20.000000,51.112153,0.000000,1.000000,0.962378,20.000000,51.648127,0.535974,1.012046,0.000000,0.000000,0.799314,0.535974,0.000000,-0.081528,3.490351,1.000000,-0.008520,-0.452408,0.000000,-0.054836,0.817686,0.042714,1
4.850000,20.022272,50.534069,-0.471393,-0.057033,3.417993,20.000000,51.161991,0.000000,1.000000,0.785489,20.000000,51.633384,0.471393,1.014215,0.000000,0.000000,0.628317,0.471393,0.000000,-0.085063,3.398206,1.000000,-0.070708,-1.842899,0.000000,-0.052429,0.712107,0.027979,1
4.900000,20.019848,50.673546,-0.430993,-0.058962,3.444349,20.000000,51.211981,0.000000,1.000000,0.689972,20.000000,51.642974,0.430993,1.015320,0.000000,0.000000,0.538801,0.430993,0.000000,-0.086299,3.341117,1.000000,-0.024706,-1.141787,0.000000,-0.047176,0.643551,0.024289,1
4.950000,20.016363,50.870289,-0.374211,-0.061528,3.476029,20.000000,51.261137,0.000000,1.000000,0.541353,20.000000,51.635347,0.374211,1.016931,0.000000,0.000000,0.391190,0.374211,0.000000,-0.088799,3.241148,1.000000,-0.049999,-1.999375,0.000000,-0.045873,0.526324,0.025339,1
5.000000,20.013809,51.011684,-0.333552,-0.063262,3.494549,20.000000,51.312158,0.000000,1.000000,0.449146,20.000000,51.645710,0.333552,1.017781,0.000000,0.000000,0.300790,0.333552,0.000000,-0.090266,3.141159,1.000000,-0.029357,-1.999785,0.000000,-0.040793,0.436470,0.021510,1
5.050000,20.009647,51.238987,-0.268419,-0.066055,3.516239,20.000000,51.361749,0.000000,1.000000,0.295318,20.000000,51.630168,0.268419,1.018509,0.000000,0.000000,0.123141,0.268419,0.000000,-0.091132,3.041162,1.000000,-0.017306,-1.999925,0.000000,-0.042990,0.286887,0.004391,1
5.082597,20.000000,51.394413,0.000000,-0.067897,3.524040,20.000000,51.394413,0.000000,1.000000,0.000000,20.000000,51.394413,0.000000,1.018366,0.000000,0.000000,0.000000,0.000000,0.000000,-0.091132,3.041162,1.000000,-0.017306,-1.999925,0.000000,-0.046310,0.169357,-0.004962,1
